"pid","brand","season","category","subcategory","subsubcategory","numeric_size","count_size","price","total_sold","total_returned","offline_sales","offline_return","online_sales","online_return","online_percentage","unique_channel_count","SR","SO","introduction_time","introduction_season","first_return","return_rate","yearly_return_rate"
"e440c0a0d3d1b98","DocMan","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,50.972,5,0,5,0,0,0,0,2,5,0,0.268493150684932,1,0,0,0.0925925925925926
"e0ebe0a23e501a0","OceanSketch Elite","Winter","Button-Ups","Petite","Hip Long-Sleeve",0,5,50.964,54,2,33,0,21,-2,0.388888888888889,16,4,2,0.591780821917808,2,0.0575342465753425,0.037037037037037,0.0318021201413428
"ea4a30abde8d155","MeadowMaster","Summer","Tops","Adult","Quick-Sleeve Top",0,3,52.427,7,0,3,0,4,0,0.571428571428571,4,5,2,0.487671232876712,1,0,0,0.122448979591837
"d031a913703cfe9","CanvasCraft","Winter","Sweaters","Adult","Seafarer Top",0,4,57.445,4,2,0,0,4,-2,1,1,4,1,0.734246575342466,2,0.0465753424657534,0.5,0.444444444444444
"c3dfeb2b483ec47","PineAndFern","Winter","Sweaters","Adult","Hood Top",0,4,51.822,4,0,4,0,0,0,0,2,5,0,0.624657534246575,2,0,0,0.0689655172413793
"7afb8893009892e","CoralAndFin","Winter","Miscellaneous","Adult","Top Covers",1,1,53.31,1,0,0,0,1,0,1,1,5,1,0.843835616438356,3,0,0,0
"365608c82c52557","FrontlineStyles","Summer","Tops","Adult","Sporty Short-Sleeve",0,1,50.98,1,1,0,0,1,-1,1,1,3,1,0.413698630136986,1,0.0657534246575342,1,1
"d6ae47416e995e2","CanvasCraft","Summer","Button-Ups","Adult","Relaxed Long-Sleeve",0,5,53.986,5,0,5,0,0,0,0,3,5,0,0.172602739726027,1,0,0,0.0476190476190476
"6c3594327a89704","FrontlineStyles","Winter","Miscellaneous","Adult","Neck Wrap",1,1,44.27,2,0,0,0,2,0,1,1,5,1,0.934246575342466,3,0,0,0
"fd1b95116929616","DarkHarbor","Summer","Trousers","Petite","Mini Pants",0,6,49.122,3,0,3,0,0,0,0,1,5,0,0.701369863013699,2,0,0,0
"15bc1d0a6707bfd","OrchardM","Winter","Trousers","Adult","Business Bottoms",1,14,56.401,8,2,0,0,8,-2,1,1,4,1,0.0164383561643836,0,0.00273972602739726,0.25,0.087719298245614
"2eb74f15821ba2b","TargetStyles","Summer","Tops","Petite","Quick-Sleeve Top",0,5,44.264,29,1,23,-1,6,0,0.206896551724138,11,4,2,0.383561643835616,1,0.0575342465753425,0.0344827586206897,0.105263157894737
"846143e82f120b0","StreamStride","Winter","Footwear","Adult","Chill Steps",1,1,66.25,1,1,0,0,1,-1,1,1,3,1,0.90958904109589,3,0.0273972602739726,1,1
"73a3330ba465989","MoonWear","Summer","Blazers","Adult","Mixable Jacket",1,5,67.614,18,0,18,0,0,0,0,8,5,0,0.202739726027397,1,0,0,0.130952380952381
"36574b21ea5def3","CityBrief","Summer","Miscellaneous","Adult","Briefs",0,3,37.603,2,0,0,0,2,0,1,1,5,1,0.419178082191781,1,0,0,0
"6145e1716d26c95","SkyWing","Winter","Outerwear","Adult","Puff Jacket",0,5,63.578,7,2,1,-1,6,-1,0.857142857142857,2,4,2,0.797260273972603,2,0.0520547945205479,0.285714285714286,0.3125
"d809e7f1da7171e","BlueRidge","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",0,7,59.296,11,1,7,-1,4,0,0.363636363636364,4,4,2,0.69041095890411,2,0.0273972602739726,0.0909090909090909,0.125
"619c0e51cee23d4","FrontlineStyles","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,53.996,6,0,5,0,1,0,0.166666666666667,5,5,2,0.2,1,0,0,0.0512820512820513
"37cabf8a3b6a521","CanvasCraft","Summer","Button-Ups","Adult","Relaxed Long-Sleeve",0,1,53.99,1,0,0,0,1,0,1,1,5,1,0.498630136986301,2,0,0,0
"7507d7be78fad60","TargetStyles","Summer","Tops","Petite","Quick-Sleeve Top",0,5,44.254,33,3,22,-2,11,-1,0.333333333333333,9,4,2,0.394520547945205,1,0.0328767123287671,0.0909090909090909,0.0761421319796954
"2c1931eefc0409c","OceanSketch Elite","Winter","Button-Ups","Petite","Hip Long-Sleeve",0,5,50.978,71,2,51,-2,20,0,0.28169014084507,15,4,2,0.594520547945205,2,0.0657534246575342,0.028169014084507,0.0443349753694581
"ada663d79726cdd","CanvasCraft","Summer","Tops","Adult","Sporty Short-Sleeve",0,6,50.972,10,0,7,0,3,0,0.3,3,5,2,0.243835616438356,1,0,0,0.08
"642f63852e664b6","CanvasCraft","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",0,1,54,1,0,0,0,1,0,1,1,5,1,0.863013698630137,3,0,0,0
"fdfac75fdf50220","PlaidCrafters","Summer","Sweaters","Adult","Round-Top",0,4,58.41,1,0,0,0,1,0,1,1,5,1,0.224657534246575,1,0,0,0.333333333333333
"04fbfce3a825283","MetalMold","Summer","Button-Ups","Adult","Relaxed Short-Sleeve",0,4,52.582,12,2,5,0,7,-2,0.583333333333333,6,4,2,0.419178082191781,1,0.0520547945205479,0.166666666666667,0.166666666666667
"19b9a96231afdab","LunarLuxe","Winter","Sweaters","Adult","Round-Top",0,4,55.258,18,1,10,0,8,-1,0.444444444444444,8,4,2,0.761643835616438,2,0.0219178082191781,0.0555555555555556,0.0588235294117647
"73a5b9a6d697bab","OliveSlate","Summer","Outerwear","Adult","Light Outer",0,4,60.123,4,0,2,0,2,0,0.5,3,5,2,0.178082191780822,1,0,0,0.333333333333333
"97998968f3d4440","RhythmWear","Summer","Tops","Adult","Sporty Short-Sleeve",0,6,53.313,5,2,1,0,4,-2,0.8,2,4,2,0.29041095890411,1,0.0246575342465753,0.4,0.3
"e8144dc361e1942","CanvasCraft","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,52.578,3,0,3,0,0,0,0,2,5,0,0.323287671232877,1,0,0,0.0277777777777778
"31e786a0093f0f7","SkyWing","Summer","Tops","Adult","Quick-Sleeve Top",0,5,46.946,2,0,0,0,2,0,1,1,5,1,0.147945205479452,0,0.0328767123287671,0,0
"c5c835d6bdcae7a","CanvasCraft","Winter","Sweaters","Adult","Seafarer Top",0,7,59.294,14,1,9,0,5,-1,0.357142857142857,8,4,2,0.764383561643836,2,0.0383561643835616,0.0714285714285714,0.0857142857142857
"7aacbf3fa0984b3","TimelessMan","Summer","Blazers","Adult","Formal Jacket",1,5,75.25,1,0,1,0,0,0,0,1,5,0,0.282191780821918,1,0,0,0
"f0e052bb3a4cbd3","CanvasCraft","Summer","Button-Ups","Adult","Relaxed Short-Sleeve",0,5,52.578,11,0,10,0,1,0,0.0909090909090909,7,5,2,0.317808219178082,1,0,0,0.0491803278688525
"886716b1f57bbfb","PlaidCrafters","Summer","Tops","Adult","Sporty Long-Sleeve",0,5,55.26,3,0,0,0,3,0,1,1,5,1,0.186301369863014,1,0,0,0
"97d78fe5b50371e","LakeStyles","Summer","Tops","Adult","Sporty Short-Sleeve",1,3,53.313,3,1,0,0,3,-1,1,1,4,1,0.435616438356164,1,0.0383561643835616,0.333333333333333,0.4
"bf955aa63bcd87c","MeadowMaster","Summer","Tops","Adult","Quick-Sleeve Top",0,4,50.815,1,0,1,0,0,0,0,1,5,0,0.358904109589041,1,0,0,0.222222222222222
"21d57fe8306a343","VisionMakers","Summer","Tops","Adult","Quick-Sleeve Top",0,3,51.813,4,0,2,0,2,0,0.5,2,5,2,0.273972602739726,1,0.0136986301369863,0,0.222222222222222
"d9e85d1c64c3a48","PineAndFern","Winter","Sweaters","Adult","Warm Top",0,4,50.978,2,0,2,0,0,0,0,1,5,0,0.663013698630137,2,0,0,0.0967741935483871
"ef59e3a6f7e6549","IvyCraft","Summer","Button-Ups","Adult","Business Long-Sleeve",1,6,60.825,6,2,4,0,2,-2,0.333333333333333,2,4,2,0.493150684931507,2,0.00273972602739726,0.333333333333333,0.285714285714286
"68f65dd0e5fd5a7","FlashBack","Winter","Outerwear","Petite","Extended Cover",1,6,62.963,41,8,0,0,41,-8,1,1,4,1,0,0,0.0273972602739726,0.195121951219512,0.210526315789474
"8d1dcca8b113c8d","MeadowMaster","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,55.142,5,1,3,0,2,-1,0.4,3,4,2,0.249315068493151,1,0.0767123287671233,0.2,0.19047619047619
"61e5ad2b8368eae","FrontlineStyles","Summer","Tops","Adult","Quick-Sleeve Top",0,3,42.663,7,0,0,0,7,0,1,1,5,1,0.293150684931507,1,0,0,0.125
"3cf77d12525025a","TulipTread","Winter","Footwear","Adult","Chill Steps",1,1,63.58,1,2,0,-1,1,-1,1,2,2,1,0.802739726027397,2,0.00547945205479452,1,1
"45d8fc33843886f","MeadowMaster","Winter","Sweaters","Adult","Waist Wrap",0,4,60.05,5,0,4,0,1,0,0.2,4,5,2,0.712328767123288,2,0,0,0
"afbee8799c7aa2a","EchoStyles","Summer","Trousers","Adult","Lounge Pants",1,6,62.245,5,2,0,0,5,-2,1,1,4,1,0.0465753424657534,0,0.0410958904109589,0.4,0.130434782608696
"a4420f5a8635ba0","MetalMold","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",0,1,54,1,0,0,0,1,0,1,1,5,1,0.789041095890411,2,0,0,0
"95a85870070ed0a","PlaidCrafters","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,55.267,2,0,2,0,0,0,0,1,5,0,0.46027397260274,1,0,0,0.0833333333333333
"d1f1dd473f9204b","DocMan","Summer","Button-Ups","Adult","Business Long-Sleeve",1,7,52.576,13,0,13,0,0,0,0,8,5,0,0.252054794520548,1,0,0,0.0493827160493827
"a18678ae3ead75f","MeadowMaster","Winter","Sweaters","Adult","Round-Top",0,4,60.05,3,1,2,0,1,-1,0.333333333333333,2,4,2,0.805479452054795,2,0.0712328767123288,0.333333333333333,0.0909090909090909
"dd862fc4992a97b","MysticLoaf","Winter","Footwear","Adult","Walkers",1,5,75.72,3,1,2,0,1,-1,0.333333333333333,2,4,2,0.83013698630137,3,0.0684931506849315,0.333333333333333,0.333333333333333
"3e4a34e060f90c5","DocMan","Summer","Miscellaneous","Adult","Tie-Up",1,1,46.95,1,1,0,0,1,-1,1,1,3,1,0.282191780821918,1,0.0410958904109589,1,1
"d38cc5c1040fda7","BigStone","Summer","Tops","Adult","Sporty Short-Sleeve",1,5,57.744,1,0,1,0,0,0,0,1,5,0,0.246575342465753,1,0,0,0.111111111111111
"b1b0dff810ae0ed","SkyWing","Summer","Tops","Adult","Quick-Sleeve Top",0,5,46.942,4,1,0,0,4,-1,1,1,4,1,0.298630136986301,1,0.0575342465753425,0.25,0.333333333333333
"e1e67c1ae8ba9ef","ReinStyles","Winter","Trousers","Adult","Business Bottoms",1,5,63.576,2,0,0,0,2,0,1,1,5,1,0.0493150684931507,0,0,0,0.25
"f6a602b23e4c155","PineAndFern","Summer","Tops","Adult","Quick-Sleeve Top",0,4,40.785,4,0,0,0,4,0,1,1,5,1,0.00273972602739726,0,0,0,0.114285714285714
"199e757d8c6dd20","RhythmWear","Summer","Sweaters","Adult","Warm Top",0,4,58.41,2,0,2,0,0,0,0,1,5,0,0.238356164383562,1,0,0,0
"d042671e8289d44","SkyWing","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",0,5,54.002,43,3,37,-1,6,-2,0.13953488372093,13,4,2,0.761643835616438,2,0.0547945205479452,0.0697674418604651,0.0280373831775701
"8d70053c6b62682","AzureWorks","Summer","Tops","Adult","Sporty Long-Sleeve",0,4,55.255,4,1,4,-1,0,0,0,3,4,0,0.232876712328767,1,0.0383561643835616,0.25,0.294117647058824
"1097e5c14c0438b","IvyCraft","Summer","Button-Ups","Adult","Business Long-Sleeve",1,6,57.348,2,0,2,0,0,0,0,1,5,0,0.391780821917808,1,0,0,0.125
"cfac2fe5ce49c24","Blend&Woven","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,49.124,13,1,10,-1,3,0,0.230769230769231,7,4,2,0.257534246575342,1,0.0712328767123288,0.0769230769230769,0.0206185567010309
"ee2e0db7c55388d","VisionMakers","Summer","Sweaters","Adult","Round-Top",1,3,65.203,2,0,2,0,0,0,0,2,5,0,0.117808219178082,0,0,0,0
"ff186fd4b31f0f2","Blend&Woven","Summer","Trousers","Adult","Mini Pants",1,7,55.257,2,0,2,0,0,0,0,1,5,0,0.29041095890411,1,0,0,0
"4de7a1518c9e787","CanvasCraft","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,50.98,6,0,6,0,0,0,0,6,5,0,0.317808219178082,1,0,0,0.15625
"169db70bf5c261f","MetalMold","Summer","Tops","Adult","Quick-Sleeve Top",0,4,45.67,4,0,4,0,0,0,0,4,5,0,0.342465753424658,1,0,0,0.0192307692307692
"7ac67cdec6f7952","TulipTread","Summer","Footwear","Adult","Walkers",1,7,65.253,4,0,4,0,0,0,0,3,5,0,0.276712328767123,1,0,0,0.298507462686567
"26b657206df5d7a","Blend&Woven","Summer","Tops","Adult","Quick-Sleeve Top",0,5,44.256,12,0,12,0,0,0,0,6,5,0,0.249315068493151,1,0,0,0.0641025641025641
"fec7459c0249bee","LunarLuxe","Summer","Sweaters","Adult","Warm Top",0,4,59.295,4,0,1,0,3,0,0.75,3,5,2,0.213698630136986,1,0.0191780821917808,0,0.024390243902439
"b93b468e93d72e7","DocMan","Winter","Button-Ups","Adult","Business Long-Sleeve",1,1,50.97,1,1,0,0,1,-1,1,1,3,1,0.70958904109589,2,0.0356164383561644,1,1
"43e02de4871f4d1","MetroMaven","Summer","Tops","Adult","Quick-Sleeve Top",0,4,44.245,28,1,17,0,11,-1,0.392857142857143,12,4,2,0.276712328767123,1,0.0465753424657534,0.0357142857142857,0.0476190476190476
"0f4bfcaed5c2c8e","CanvasCraft","Summer","Tops","Adult","Sporty Short-Sleeve",0,1,52.57,1,0,0,0,1,0,1,1,5,1,0.342465753424658,1,0,0,0
"22905a77587aa77","FlatField","Summer","Trousers","Adult","Lounge Pants",1,6,57.448,2,0,0,0,2,0,1,1,5,1,0.197260273972603,1,0,0,0.25
"11d54f2a09220c4","VisionMakers","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,57.35,2,0,2,0,0,0,0,1,5,0,0.189041095890411,1,0,0,0.2
"d40edda1f535b0e","SnowPeak","Summer","Outerwear","Adult","Light Outer",0,4,67.998,6,1,3,0,3,-1,0.5,3,4,2,0.246575342465753,1,0.0136986301369863,0.166666666666667,0.166666666666667
"501f1347d4decfc","LunarLuxe","Summer","Tops","Adult","Sporty Short-Sleeve",0,6,52.583,32,1,22,-1,10,0,0.3125,8,4,2,0.29041095890411,1,0.0657534246575342,0.03125,0.107142857142857
"f200b77f2ab2fe6","LakeStyles","Winter","Tops","Adult","Sporty Long-Sleeve",1,3,57.453,1,0,1,0,0,0,0,1,5,0,0.789041095890411,2,0,0,0
"e3eabddeee55b8a","OceanSketch Elite","Summer","Blazers","Petite","Formal Jacket",1,7,60.9,20,2,19,-1,1,-1,0.05,10,4,2,0.224657534246575,1,0.0520547945205479,0.1,0.106666666666667
"8c242ee83df60f7","VisionMakers","Winter","High-End Items","End Items","Round-Top",1,4,65.25,2,0,2,0,0,0,0,1,5,0,0.827397260273973,3,0,0,0.333333333333333
"83fa79070d1575e","PineAndFern","Summer","Trousers","Adult","Water Shorts",0,2,45.7,1,0,1,0,0,0,0,1,5,0,0.315068493150685,1,0,0,0
"be63abae569f77c","AzureWorks","Summer","Sweaters","Adult","Hood Top",0,4,53.987,10,1,3,0,7,-1,0.7,3,4,2,0.136986301369863,0,0.0575342465753425,0.1,0.132352941176471
"9037d643bc6640b","SkyWing","Summer","Trousers","Adult","Island Shorts",1,9,52.581,6,0,0,0,6,0,1,1,5,1,0.350684931506849,1,0,0,0.409090909090909
"b57451272f14e08","others","Winter","Miscellaneous","Adult","Sleek Belt",1,1,52.57,2,0,2,0,0,0,0,1,5,0,0.567123287671233,2,0,0,0
"ade05140d33e5f8","PlaidCrafters","Winter","Sweaters","Adult","Hood Top",0,5,57.444,3,0,1,0,2,0,0.666666666666667,2,5,2,0.783561643835616,2,0,0,0
"787a7bc1e5c20bc","WillowWalk","Winter","Footwear","Adult","Fancy Feet",1,7,70.296,4,0,3,0,1,0,0.25,2,5,2,0.698630136986301,2,0,0,0
"67d34bc17f518dd","ZenithMan","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,57.442,1,1,0,0,1,-1,1,1,3,1,0.317808219178082,1,0.0219178082191781,1,0.291666666666667
"a54a811d67b240a","Skyward","Winter","Footwear","Adult","Walkers",1,6,64.722,1,0,0,0,1,0,1,1,5,1,0.895890410958904,3,0,0,0
"147275c354f0d00","BlueRidge","Winter","Tops","Adult","Sporty Short-Sleeve",0,6,50.972,7,1,5,0,2,-1,0.285714285714286,4,4,2,0.347945205479452,1,0.0273972602739726,0.142857142857143,0.114754098360656
"7124edc05f5baa9","PlaidCrafters","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",0,5,53.992,2,0,2,0,0,0,0,1,5,0,0.249315068493151,1,0,0,0
"916377a8dfd4fd7","StreamStride","Winter","Footwear","Adult","Walkers",1,7,65.767,1,0,1,0,0,0,0,1,5,0,0.649315068493151,2,0,0,0
"f3aafca749b1428","OceanSketch Elite","Summer","Button-Ups","Petite","Hip Long-Sleeve",0,4,50.97,29,1,29,-1,0,0,0,11,4,0,0.728767123287671,2,0.0493150684931507,0.0344827586206897,0.0485436893203883
"a2ad0c846cff9a7","SkyWing","Winter","Footwear","Adult","Walkers",1,6,60.902,7,0,7,0,0,0,0,5,5,0,0.69041095890411,2,0,0,0
"f940608b64d31a3","DocMan","Winter","Blazers","Adult","Formal Jacket",1,6,69.587,9,5,0,0,9,-5,1,1,4,1,0.00821917808219178,0,0.010958904109589,0.555555555555556,0.684210526315789
"d19a87ac33a6393","TulipTread","Winter","Footwear","Adult","Walkers",1,8,64.721,3,0,3,0,0,0,0,1,5,0,0.761643835616438,2,0,0,0.166666666666667
"d2213d857358f48","MetroMaven","Winter","Tops","Adult","Quick-Sleeve Top",0,4,44.233,23,0,17,0,6,0,0.260869565217391,9,5,2,0.495890410958904,2,0,0,0.0454545454545455
"c7d4f95756c874c","PlaidCrafters","Winter","Sweaters","Adult","Hood Top",0,4,57.448,1,0,1,0,0,0,0,1,5,0,0.69041095890411,2,0,0,0
"fe538518cbb6f18","TargetStyles","Summer","Sweaters","Petite","Warm Top",0,5,50.972,25,1,20,0,5,-1,0.2,14,4,2,0.219178082191781,1,0.0246575342465753,0.04,0.101167315175097
"bf4c619753bcf29","BigStone","Summer","Button-Ups","Adult","Business Long-Sleeve",1,4,61.052,3,0,2,0,1,0,0.333333333333333,2,5,2,0.29041095890411,1,0,0,0.375
"4e7047103697102","BuilderStyles","Summer","Trousers","Adult","Lounge Pants",1,5,62.964,4,0,4,0,0,0,0,3,5,0,0.271232876712329,1,0,0,0.0909090909090909
"7d1b3b77c875b51","MysticLoaf","Summer","Footwear","Adult","Walkers",1,5,71.746,4,0,1,0,3,0,0.75,2,5,2,0.216438356164384,1,0,0,0.272727272727273
"c1f6bf46a69eba3","BlueRidge","Winter","Tops","Adult","Quick-Sleeve Top",0,5,49.124,6,0,5,0,1,0,0.166666666666667,4,5,2,0.304109589041096,1,0,0,0.135135135135135
"72f25bc09e7efe4","SkyWing","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",0,5,52.586,4,0,2,0,2,0,0.5,2,5,2,0.794520547945205,2,0,0,0
"2cb64675e2c91e6","OliveSlate","Summer","Tops","Adult","Quick-Sleeve Top",0,5,44.246,4,1,2,0,2,-1,0.5,2,4,2,0.216438356164384,1,0.0657534246575342,0.25,0.210526315789474
"57363371239b442","SkyWing","Summer","Tops","Adult","Quick-Sleeve Top",0,6,42.655,23,1,2,0,21,-1,0.91304347826087,3,4,2,0.101369863013699,0,0.0657534246575342,0.0434782608695652,0.0740740740740741
"30778a227c8391c","TargetStyles","Summer","Tops","Petite","Quick-Sleeve Top",0,5,44.244,24,2,14,0,10,-2,0.416666666666667,10,4,2,0.380821917808219,1,0.073972602739726,0.0833333333333333,0.105263157894737
"9d984440aaebec0","PuzzleWear","Winter","High-End Items","End Items","Business Long-Sleeve",1,6,60.897,3,0,3,0,0,0,0,1,5,0,0.673972602739726,2,0,0,0.125
"02b205c0c1a17d7","CanvasCraft","Summer","Sweaters","Adult","Waist Wrap",0,2,59.295,2,0,0,0,2,0,1,1,5,1,0.263013698630137,1,0,0,0.571428571428571
"6ea45d456fa72a4","Blend&Woven","Summer","Trousers","Adult","Mini Pants",1,7,52.579,1,0,1,0,0,0,0,1,5,0,0.482191780821918,1,0,0,0
"1ae3b82bcf4f364","BlueRidge","Summer","Trousers","Adult","Blue Threads",1,11,64.721,4,0,4,0,0,0,0,1,5,0,0.153424657534247,0,0,0,0.1875
"9aa51b662a75dc4","BlueRiver Co.","Summer","Blazers","Petite","Formal Jacket",1,6,71.9,2,2,0,0,2,-2,1,1,3,1,0.0219178082191781,0,0.063013698630137,1,0.216216216216216
"d76685a1fc0b386","AzureMeat","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,50.975,2,1,1,-1,1,0,0.5,2,4,2,0.413698630136986,1,0.0602739726027397,0.5,0.5
"e43a91983d1a584","TulipTread","Winter","Footwear","Adult","Walkers",1,9,64.722,7,0,7,0,0,0,0,3,5,0,0.627397260273973,2,0,0,0
"789e772c48ee4c6","SkyWing","Winter","Tops","Adult","Quick-Sleeve Top",0,5,44.268,1,0,0,0,1,0,1,1,5,1,0.676712328767123,2,0,0,0
"96ac7b4c2713e56","MeadowMaster","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,58.32,6,1,5,0,1,-1,0.166666666666667,4,4,2,0.241095890410959,1,0.073972602739726,0.166666666666667,0.1
"eb8d730af2eb5aa","LunarLuxe","Winter","Sweaters","Adult","Round-Top",0,4,57.448,2,0,2,0,0,0,0,1,5,0,0.849315068493151,3,0,0,0
"5a007f1f17bfcf6","DocMan","Summer","Button-Ups","Adult","Business Long-Sleeve",1,8,53.991,4,0,0,0,4,0,1,1,5,1,0.00547945205479452,0,0,0,0.171428571428571
"72e1eb29b933c0b","BlueRiver Co.","Winter","Sweaters","Petite","High-Neck",0,5,58.406,33,3,29,-1,4,-2,0.121212121212121,11,4,2,0.789041095890411,2,0.0164383561643836,0.0909090909090909,0.0701754385964912
"f0cb2f811333b62","UrbanAce","Winter","Tops","Adult","Quick-Sleeve Top",0,4,48.07,7,0,4,0,3,0,0.428571428571429,3,5,2,0.347945205479452,1,0,0,0.0588235294117647
"591033e08a62b54","PureDenim","Summer","Trousers","Adult","Blue Threads",1,11,58.317,4,0,2,0,2,0,0.5,2,5,2,0.241095890410959,1,0,0,0.176470588235294
"749caca3eaaba87","MetalMold","Winter","Sweaters","Adult","Round-Top",0,5,55.26,10,1,8,-1,2,0,0.2,6,4,2,0.802739726027397,2,0.063013698630137,0.1,0.0689655172413793
"cba614911b074ba","SkyWing","Summer","Outerwear","Adult","Light Outer",0,4,61.63,3,1,0,0,3,-1,1,1,4,1,0.167123287671233,1,0.0410958904109589,0.333333333333333,0.523809523809524
"bb9cdc41d52d764","Blend&Woven","Winter","Sweaters","Adult","Warm Top",0,4,57.445,8,2,4,0,4,-2,0.5,5,4,2,0.698630136986301,2,0.0383561643835616,0.25,0.192307692307692
"29a314155ab1c7c","SkyWing","Winter","Sweaters","Adult","Round-Top",0,5,52.584,13,1,10,0,3,-1,0.230769230769231,2,4,2,0.745205479452055,2,0.0767123287671233,0.0769230769230769,0.212121212121212
"e9c28296b44e161","SkyWing","Summer","Sweaters","Adult","Hood Top",0,5,53.996,21,1,12,0,9,-1,0.428571428571429,11,4,2,0.145205479452055,0,0.0438356164383562,0.0476190476190476,0.0803571428571429
"14a1ff42f2ece08","RhythmWear","Summer","Tops","Adult","Sporty Short-Sleeve",0,6,53.312,3,0,3,0,0,0,0,1,5,0,0.29041095890411,1,0,0,0.25
"eb48d3524c5b1b4","SkyWing","Summer","Outerwear","Adult","Light Outer",0,2,61.63,3,0,1,0,2,0,0.666666666666667,2,5,2,0.167123287671233,1,0,0,0.142857142857143
"3a3276941cb2482","WineThread","Winter","Outerwear","Adult","Cold Shield",0,5,67.616,12,1,7,0,5,-1,0.416666666666667,4,4,2,0.789041095890411,2,0.073972602739726,0.0833333333333333,0.25
"aad5be41b97077a","CanvasCraft","Winter","Sweaters","Adult","Plunge Top",0,4,55.255,16,0,13,0,3,0,0.1875,7,5,2,0.808219178082192,2,0,0,0.0833333333333333
"5d9231ff9fc8d17","RhythmWear","Summer","Sweaters","Adult","Hood Top",0,4,59.72,2,0,1,0,1,0,0.5,2,5,2,0.410958904109589,1,0,0,0.285714285714286
"1118a7450c56fc9","CanvasCraft","Summer","Sweaters","Adult","Plunge Top",0,2,52.585,1,0,0,0,1,0,1,1,5,1,0.23013698630137,1,0,0,0
"a3e9eb80555f122","FrontlineStyles","Summer","Outerwear","Adult","Core Warmer",0,5,55.258,5,2,2,0,3,-2,0.6,2,4,2,0.186301369863014,1,0.0410958904109589,0.4,0.1875
"52825eaf18e125f","CoralTrend","Summer","Footwear","Adult","Easy Footwear",1,5,49.14,4,1,3,-1,1,0,0.25,4,4,2,0.443835616438356,1,0.0602739726027397,0.25,0.127272727272727
"f6d56b5d9f88a3e","CanvasCraft","Winter","Sweaters","Adult","High-Neck",0,2,53.99,2,1,0,0,2,-1,1,1,4,1,0.802739726027397,2,0.0136986301369863,0.5,0.5
"ce5b6760ada3438","SilkLeaf","Summer","Tops","Adult","Sporty Short-Sleeve",1,4,62.312,1,0,0,0,1,0,1,1,5,1,0.424657534246575,1,0,0,0
"5315c7cdb3de7e3","PineAndFern","Winter","Sweaters","Adult","Seafarer Top",0,4,58.408,4,0,3,0,1,0,0.25,3,5,2,0.884931506849315,3,0,0,0
"9874d8e05061663","EchoStyles","Summer","Trousers","Adult","Blue Threads",1,14,60.827,5,1,0,0,5,-1,1,1,4,1,0.0136986301369863,0,0.0767123287671233,0.2,0.0625
"ec60c0b748056e5","DocMan","Winter","Miscellaneous","Adult","Hand Covers",1,2,42.65,3,0,0,0,3,0,1,1,5,1,0.010958904109589,0,0,0,0.234042553191489
"3f0209da4609bbb","PineAndFern","Summer","Trousers","Adult","Lounge Bottoms",0,4,50.983,2,0,0,0,2,0,1,1,5,1,0.167123287671233,1,0,0,0.09375
"92d81feddc0a70b","CoralAndFin","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,59.296,1,0,0,0,1,0,1,1,5,1,0.2,1,0,0,0
"2715d53b01bd931","ZenithMan","Winter","Sweaters","Adult","Plunge Top",0,5,57.44,5,1,4,0,1,-1,0.2,3,4,2,0.723287671232877,2,0.0383561643835616,0.2,0.0833333333333333
"fe61afd6f3ebb38","BoxMix","Winter","Footwear","Adult","Walkers",1,6,68.04,2,1,0,0,2,-1,1,1,4,1,0.901369863013699,3,0.0273972602739726,0.5,0.333333333333333
"27db54ce29691a7","FrontlineStyles","Summer","Button-Ups","Adult","Relaxed Long-Sleeve",0,5,53.998,4,0,4,0,0,0,0,1,5,0,0.526027397260274,2,0,0,0
"36351aabf7addb0","BoxMix","Summer","Footwear","Adult","Walkers",1,6,64.72,4,0,3,0,1,0,0.25,2,5,2,0.443835616438356,1,0.0328767123287671,0,0
"1b0fbb26dba152b","SkyWing","Summer","Button-Ups","Adult","Relaxed Long-Sleeve",0,3,52.573,2,0,0,0,2,0,1,1,5,1,0.0931506849315069,0,0,0,0
"350239a5232dbd4","OceanSketch Elite","Summer","Button-Ups","Petite","Hip Long-Sleeve",0,5,50.978,27,2,11,0,16,-2,0.592592592592593,9,4,2,0.164383561643836,0,0.0575342465753425,0.0740740740740741,0.0576923076923077
