"pid","brand","category","price","season","subcategory","subsubcategory","numeric_size","count_size"
"178e353a6330b05","SpeedThreads","Outerwear",67.616,"Summer","Adult","Light Outer",1,5
"1790d12897c44d8","FrontlineStyles","Button-Ups",54,"Winter","Adult","Relaxed Long-Sleeve",0,1
"179689dbc19a47e","MeadowMaster","Tops",57.35,"Summer","Adult","Sporty Short-Sleeve",0,4
"179817f92182e7f","CanvasCraft","Tops",44.23,"Summer","Adult","Quick-Sleeve Top",0,1
"179946b6af5241b","MetalMold","Sweaters",52.583,"Winter","Adult","Round-Top",0,6
"179ae3d3d72bb74","PineAndFern","Sweaters",50.975,"Winter","Adult","Warm Top",0,4
"179cd6ac7386c9f","PeakStyles","Button-Ups",52.578,"Summer","Adult","Business Long-Sleeve",1,8
"17a85f7ad8fcc8f","OldVine Styles","Tops",52.574,"Summer","Petite","Sporty Short-Sleeve",0,5
"17ae93c4acf2819","OldVine Styles","Button-Ups",52.576,"Winter","Petite","Relaxed Long-Sleeve",0,5
"17afa542c1a50b0","SkyWing","Footwear",60.123,"Summer","Adult","Walkers",1,6
"17affa60dadbeda","EchoStyles","Sweaters",59.21,"Summer","Adult","Warm Top",0,3
"17b1e0588c4bb3b","SkyWing","Trousers",50.98,"Summer","Adult","Island Shorts",1,9
"17b40509e23417c","LunarLuxe","Sweaters",55.255,"Summer","Adult","Hood Top",0,4
"17b61897ba8ea22","AzureWorks","Sweaters",56.4,"Winter","Adult","Waist Wrap",0,4
"17b95c8813e1141","OceanSketch Elite","Button-Ups",50.972,"Winter","Petite","Hip Long-Sleeve",0,5
"17bb17ec54f4c04","AzureMeat","Sweaters",57.445,"Summer","Adult","Warm Top",0,4
"17bf2b6af9cf736","BuilderStyles","Trousers",61.626,"Winter","Adult","Lounge Pants",1,5
"17bf63172fc3599","Blend&Woven","Trousers",58.406,"Winter","Adult","Blue Threads",1,11
"17c1b9c270634ed","OliveSlate","Tops",44.25,"Summer","Adult","Quick-Sleeve Top",0,4
"17c7b9c839b99f5","MoonWear","Trousers",59.294,"Summer","Adult","Mixable Bottoms",1,5
"17cc9ed6a7135d7","BlueRiver Co.","Miscellaneous",50.98,"Summer","Petite","Tie-Up",1,1
"17dfbc53cf845fc","FlashBack","Outerwear",62.96,"Winter","Petite","Extended Cover",1,6
"17e1c90bcd5fbab","OrchardM","Trousers",60.129,"Winter","Adult","Business Bottoms",1,10
"17e21577b4fa826","HarborTrend","Outerwear",66.25,"Winter","Adult","Light Outer",0,4
"17e3f5ea8627e0a","MoonWear","Button-Ups",55.25,"Winter","Adult","Relaxed Long-Sleeve",0,4
"17e4ddcb8a57543","VisionMakers","Tops",53.992,"Winter","Adult","Quick-Sleeve Top",0,4
"17ea93660d25d1b","MetroMaven","Sweaters",57.342,"Summer","Adult","Warm Top",0,4
"17f7f87d4379c60","SkyWing","Miscellaneous",32.55,"Summer","Adult","Foot Covers",1,1
"17fa7dd7e7099ff","TargetStyles","Tops",46.944,"Summer","Petite","Sporty Short-Sleeve",0,5
"18021e613a4958a","CanvasCraft","Tops",55.26,"Summer","Adult","Sporty Short-Sleeve",0,1
"1807e3ca6b991fb","CanvasCraft","Tops",55.252,"Summer","Adult","Sporty Short-Sleeve",0,5
"180be729f6ba337","DocMan","Tops",49.11,"Summer","Adult","Sporty Short-Sleeve",0,1
"1814680386a1dd8","ChillCube","Sweaters",60.9,"Summer","Adult","Hood Top",0,3
"181ffc6f4c0da1d","DocMan","Tops",57.44,"Summer","Adult","Sporty Long-Sleeve",0,4
"1823fbe9e210142","AzureWorks","Blazers",62.96,"Winter","Adult","Formal Jacket",1,6
"1826114a930d33d","KickStar","Tops",44.246,"Summer","Adult","Quick-Sleeve Top",0,5
"18443dbdbaebb51","DocMan","Button-Ups",52.58,"Summer","Adult","Business Long-Sleeve",1,8
"18575091c3017ec","SoftTrend","Sweaters",62.96,"Winter","Adult","Seafarer Top",0,4
"1863c3763899d16","OliveSlate","Trousers",55.265,"Summer","Adult","Lounge Bottoms",0,4
"186a4d80c5987b8","AzureWorks","Miscellaneous",44.25,"Winter","Adult","Carry-All",1,1
"186cea448e9eeb7","CanvasCraft","Sweaters",55.253,"Summer","Adult","Waist Wrap",0,3
"186cf996234a9b3","OceanSketch Elite","Button-Ups",50.968,"Winter","Petite","Hip Long-Sleeve",0,5
"186d744ceb2c231","WillowWalk","Footwear",64.72,"Summer","Adult","Walkers",1,7
"186e0f8eea54bd8","UrbanAce","Sweaters",58.408,"Winter","Adult","Warm Top",0,4
"18726130819f930","LakeStyles","Sweaters",57.448,"Winter","Adult","Waist Wrap",1,4
"1873723b6598327","MetroMaven","Sweaters",60.05,"Summer","Adult","Waist Wrap",0,3
"1877ea791ea78af","others","Trousers",50.088,"Summer","Adult","Mini Pants",0,4
"18788edcc89f6b5","MeadowMaster","Sweaters",57.348,"Winter","Adult","High-Neck",0,4
"187ade0b9ef4f5f","EchoStyles","Trousers",60.048,"Winter","Adult","Blue Threads",1,14
"187b69deefff476","BlueRidge","Sweaters",55.262,"Summer","Adult","Warm Top",0,5
"187b77aece3425b","OceanSketch Elite","Button-Ups",50.962,"Summer","Petite","Hip Long-Sleeve",0,4
"188bc387a8e7e3c","DocMan","Miscellaneous",44.26,"Summer","Adult","Tie-Up",1,1
"188c00320c0f731","TulipTread","Footwear",65.76,"Winter","Adult","Fancy Feet",1,1
"189102885fcf651","CanvasCraft","Tops",55.26,"Summer","Adult","Sporty Short-Sleeve",0,1
"18914509170a7e1","ReinStyles","Trousers",63.578,"Winter","Adult","Business Bottoms",1,5
"189aed635900803","PeakStyles","Button-Ups",50.96,"Summer","Adult","Business Short-Sleeve",1,1
"18a753f317b23bc","BlueRidge","Sweaters",58.408,"Winter","Adult","Hood Top",0,6
"18b6dd810c155d2","MetroMaven","Tops",53.987,"Summer","Adult","Sporty Short-Sleeve",0,4
"18babb9e24a9c54","UrbanAce","Tops",55.253,"Winter","Adult","Sporty Short-Sleeve",0,3
"18c5c062368965d","SpeedThreads","Sweaters",57.448,"Winter","Adult","Round-Top",0,5
"18c5dcbeecc4b43","OliveSlate","Button-Ups",55.254,"Summer","Adult","Business Long-Sleeve",1,7
"18caf84b52d29de","LunarLuxe","Tops",52.577,"Summer","Adult","Sporty Short-Sleeve",0,6
"18d1a4ae76282a7","BlueRidge","Tops",46.93,"Winter","Adult","Quick-Sleeve Top",0,4
"18d42ac3575759c","SkyWing","Trousers",55.261,"Winter","Adult","Utility Pants",1,18
"18d470fced056f5","SnowPeak","Outerwear",71.898,"Summer","Adult","Light Outer",0,5
"18d4b3d814e8ff5","OliveSlate","Tops",44.244,"Summer","Adult","Quick-Sleeve Top",0,5
"18d606739397819","PineAndFern","Tops",40.8,"Summer","Adult","Quick-Sleeve Top",0,4
"18d750036a93999","BigStone","Sweaters",63.578,"Winter","Adult","Seafarer Top",1,4
"18d813ed78a0bdc","ZenithMan","Sweaters",61.625,"Winter","Adult","Warm Top",0,4
"18dc8875c51a4ef","PedalPrime","Footwear",59.72,"Winter","Adult","Walkers",1,7
"18e27ea2aa3eb04","LunarLuxe","Sweaters",57.448,"Summer","Adult","Waist Wrap",0,4
"18e72730b2257c6","OldVine Styles","Button-Ups",50.974,"Summer","Petite","Relaxed Long-Sleeve",0,5
"18e7601a0f6f7db","BigStone","Tops",58.858,"Summer","Adult","Sporty Short-Sleeve",1,4
"18e8c690d2e30dc","DocMan","Miscellaneous",44.25,"Summer","Adult","Neck Wrap",1,1
"18e97540bbe8124","VisionMakers","Outerwear",70.29,"Winter","Adult","Light Outer",1,5
"18eb2ebc184b157","BlueRidge","Button-Ups",53.995,"Winter","Adult","Relaxed Long-Sleeve",0,6
"18f46220c4f6ab5","MoonWear","Trousers",59.298,"Winter","Adult","Lounge Pants",1,6
"18f55b6b3a721ef","RhythmWear","Outerwear",76.56,"Winter","Adult","Puff Jacket",0,3
"18f7cfe77fa6fc9","FuelThreads","High-End Items",46.924,"Summer","End Items","Quick-Sleeve Top",0,5
"18f9090a78d210a","LunarLuxe","Sweaters",57.445,"Winter","Adult","Waist Wrap",0,4
"1903ba889c6c102","DocMan","Button-Ups",54,"Winter","Adult","Business Long-Sleeve",0,1
"190b3155a55c38a","SkyWing","Trousers",56.406,"Winter","Adult","Lounge Pants",1,33
"190fb042c24e664","FrontlineStyles","Tops",52.58,"Summer","Adult","Sporty Short-Sleeve",0,5
"1911fc82e63d9ef","BlueRidge","Trousers",57.447,"Winter","Adult","Mini Pants",1,6
"19179df28010fe0","CanvasCraft","Button-Ups",52.573,"Summer","Adult","Relaxed Short-Sleeve",0,3
"191bcb65b9932dc","MetroMaven","Sweaters",59.292,"Winter","Adult","High-Neck",0,4
"192a8ceb1bdab9a","DocMan","Miscellaneous",46.94,"Winter","Adult","Neck Wrap",1,1
"192c1f81fb82289","CanvasCraft","Tops",50.97,"Summer","Adult","Sporty Short-Sleeve",0,5
"192e40abd0fa700","DarkHarbor","Sweaters",54.675,"Winter","Petite","Plunge Top",0,1
"1934b5f77c64ae3","OldVine Styles","Tops",50.966,"Summer","Petite","Sporty Short-Sleeve",0,5
"1959dd9eaf3a11b","PlaidCrafters","Sweaters",57.454,"Winter","Adult","Athlete Top",0,5
"195a5dbbd1e712e","DocMan","Miscellaneous",35.91,"Summer","Adult","Square Decor",1,1
"195dd09d3989301","MetroMaven","Sweaters",59.292,"Winter","Adult","Hood Top",0,4
"19660be58bb15ca","UrbanAce","Tops",50.987,"Winter","Adult","Quick-Sleeve Top",0,4
"1966e632c2be9dc","OceanSketch Elite","Button-Ups",50.974,"Winter","Petite","Hip Long-Sleeve",0,5
"1967905ac1b6cdb","CoralAndFin","Button-Ups",64.163,"Summer","Adult","Double Layer",0,3
"1968598c8219575","LunarLuxe","Sweaters",55.254,"Winter","Adult","Hood Top",0,5
"19744c9e20ea64c","MeadowMaster","High-End Items",58.32,"Winter","End Items","Sporty Long-Sleeve",0,4
"197a7dc1c15c868","CanvasCraft","Sweaters",53.995,"Winter","Adult","High-Neck",0,2
"197cbbe6269f921","OceanSketch Elite","Button-Ups",50.98,"Winter","Petite","Hip Long-Sleeve",0,4
"197d2339a5a350b","AzureMeat","Trousers",50.98,"Summer","Adult","Mini Pants",0,4
"198055f4fe2bbfe","DocMan","Blazers",67.615,"Winter","Adult","Formal Jacket",1,4
"19836e5cd04e24d","SkyWing","Trousers",52.59,"Summer","Adult","Island Shorts",1,2
"1984d0d16f5550b","TulipTread","Footwear",65.769,"Winter","Adult","Chill Steps",1,7
"198a08def3b3066","VisionMakers","Sweaters",61.56,"Summer","Adult","Warm Top",0,4
"198b4a41e1d35b2","others","Tops",42.65,"Summer","Petite","Quick-Sleeve Top",0,1
"198cac2ec65240a","FrontlineStyles","Tops",53.992,"Summer","Adult","Sporty Short-Sleeve",0,5
"199332ef89aa331","LakeStyles","Tops",56.408,"Summer","Adult","Sporty Short-Sleeve",1,5
"1993c3e55de5259","WillowWalk","Footwear",63.576,"Summer","Adult","Fancy Feet",1,7
"1994842e39b6f50","SkyWing","Sweaters",59.296,"Winter","Adult","Waist Wrap",0,5
"199869fa7712ad7","BlueRidge","Trousers",57.446,"Winter","Adult","Mini Pants",1,8
"19987169b98fde3","others","Tops",49.12,"Summer","Petite","Quick-Sleeve Top",0,1
"199e757d8c6dd20","RhythmWear","Sweaters",58.41,"Summer","Adult","Warm Top",0,4
"199f5ac35eceb60","OliveSlate","Tops",44.254,"Summer","Adult","Quick-Sleeve Top",0,5
"19a92285d3614f1","MeadowMaster","Trousers",51.805,"Summer","Adult","Water Shorts",0,4
"19b8bb2883b745c","SkyGuard","Trousers",49.12,"Summer","Adult","Mini Pants",0,4
"19b9a96231afdab","LunarLuxe","Sweaters",55.258,"Winter","Adult","Round-Top",0,4
"19bcd755fc18b4c","MeadowMaster","Tops",57.348,"Winter","Adult","Sporty Short-Sleeve",0,4
"19c30ec54827fd8","BlueRiver Co.","Trousers",62.96,"Summer","Petite","Business Bottoms",1,6
"19c370cfa1f13ad","ZenithMan","Tops",57.442,"Summer","Adult","Sporty Short-Sleeve",0,5
"19c3e7c5a3d6c7d","OldVine Styles","Outerwear",57.44,"Summer","Petite","Light Outer",0,5
"19c6d1d5cf6f291","DocMan","Miscellaneous",49.14,"Winter","Adult","Tie-Up",1,1
"19df642a96280cd","BlueRiver Co.","Trousers",58.4,"Winter","Petite","Lounge Pants",1,1
"19dfd2fc865cefa","BlueRiver Co.","Blazers",68.442,"Winter","Petite","Formal Jacket",1,6
"19e3777d8815878","others","Miscellaneous",46.937,"Winter","Adult","Briefs",0,3
"19e3c7c4fa214c8","Blend&Woven","Tops",44.254,"Summer","Adult","Quick-Sleeve Top",0,5
"19e63855089dd04","IvyCraft","Button-Ups",60.825,"Winter","Adult","Business Long-Sleeve",0,4
"19eac882dcec7d3","PineAndFern","Sweaters",51.812,"Winter","Adult","Hood Top",0,4
"1a07365603d7892","SkyWing","Tops",46.942,"Summer","Adult","Quick-Sleeve Top",0,5
"1a103eabc567744","TurboTrend","Footwear",56.403,"Summer","Adult","Fancy Feet",1,6
"1a1d75f99482c98","OldVine Styles","Sweaters",53.986,"Winter","Petite","High-Neck",0,5
"1a23ac38c7eb22e","FrontlineStyles","Sweaters",58.404,"Winter","Adult","Waist Wrap",0,5
"1a2a6ea4a317d9e","RhythmWear","Tops",53.312,"Summer","Adult","Sporty Short-Sleeve",0,6
"1a301e14764c0c3","VolcanoWear","Outerwear",71.898,"Winter","Adult","Puff Jacket",0,4
"1a33aaa83ce4438","CanvasCraft","Sweaters",53.988,"Summer","Adult","Round-Top",0,5
"1a3c25483cd017f","UrbanZen","Outerwear",73.81,"Winter","Adult","Puff Jacket",1,5
"1a41014942539ab","MoonWear","Tops",55.258,"Summer","Adult","Sporty Short-Sleeve",0,4
"1a45a7d738c408b","OldVine Styles","Button-Ups",52.58,"Winter","Petite","Relaxed Long-Sleeve",0,5
"1a4638b0b772bbb","TargetStyles","Tops",46.927,"Summer","Petite","Sporty Short-Sleeve",0,6
"1a4b11698d794bb","OceanSketch Elite","Button-Ups",50.972,"Winter","Petite","Hip Long-Sleeve",0,5
"1a4f685bb884877","IslandLife","Trousers",42.668,"Summer","Adult","Water Shorts",0,5
"1a52fa4f617938c","LunarLuxe","Tops",55.25,"Winter","Adult","Sporty Long-Sleeve",0,1
"1a55eead84f1f28","DocMan","Tops",57.442,"Winter","Adult","Sporty Long-Sleeve",0,4
"1a5d17542139d79","others","Tops",52.58,"Summer","Adult","Sporty Short-Sleeve",0,4
"1a605d695c92fa2","FuelThreads","Trousers",63.274,"Summer","Adult","Blue Threads",1,7
"1a61395f248c126","SkyWing","Tops",50.98,"Summer","Adult","Sporty Short-Sleeve",0,5
"1a6284bcd57ea7c","EchoStyles","Button-Ups",52.432,"Summer","Adult","Relaxed Long-Sleeve",0,4
"1a62913aa1e4ca7","PeakStyles","Button-Ups",52.578,"Winter","Adult","Business Short-Sleeve",1,8
"1a69eabc457a5ec","Blend&Woven","Trousers",57.445,"Winter","Adult","Lounge Pants",1,8
"1a73874b6f33507","EchoStyles","Tops",50.09,"Summer","Adult","Sporty Short-Sleeve",0,5
"1a7ec9e8f2690ee","CanvasCraft","Tops",52.57,"Summer","Adult","Sporty Short-Sleeve",0,2
"1a7faf36476811c","EchoStyles","Sweaters",59.216,"Winter","Adult","Round-Top",0,5
"1a800e07b8c30c9","VisionMakers","Tops",55.253,"Summer","Adult","Quick-Sleeve Top",0,3
"1a934a3818674b6","IvyCraft","Button-Ups",62.312,"Summer","Adult","Business Long-Sleeve",1,4
"1a9a20cb09153d1","SkyWing","Trousers",56.404,"Summer","Adult","Utility Pants",1,18
"1a9e20e105e0422","PeakStyles","Button-Ups",52.578,"Winter","Adult","Business Long-Sleeve",1,8
"1aa19ec24164b30","PineAndFern","Tops",49.123,"Summer","Adult","Sporty Short-Sleeve",0,4
"1aa3d844600b632","others","Miscellaneous",40.76,"Winter","Petite","Hand Covers",1,1
"1aa82fb7ece31a9","CoralTrend","Footwear",46.948,"Summer","Adult","Easy Footwear",1,5
"1ab04b911a56598","Blend&Woven","Button-Ups",58.403,"Winter","Adult","Relaxed Long-Sleeve",0,3
"1ab0c1187051eb8","KickStar","Trousers",50.978,"Winter","Adult","Lounge Bottoms",0,6
"1ab20971477c3cd","CanvasCraft","Sweaters",55.245,"Summer","Adult","Round-Top",0,2
"1ab29b3fbebecad","ChillCube","Trousers",58.405,"Summer","Adult","Mini Pants",1,4
"1ab62eaad23074e","DocMan","Blazers",68.444,"Winter","Adult","Formal Jacket",1,5
"1ac041553d69a17","OceanSketch Elite","Button-Ups",50.978,"Summer","Petite","Hip Long-Sleeve",0,5
"1ac9f2281b76258","Blend&Woven","Sweaters",55.265,"Winter","Adult","High-Neck",0,4
"1acfb64e5761294","VisionMakers","Sweaters",63.578,"Summer","Adult","Seafarer Top",0,5
"1ade0d805053dab","others","Outerwear",63.278,"Summer","Adult","Light Outer",1,5
"1ae232bd89e3c32","LakeStyles","Tops",56.408,"Summer","Adult","Sporty Short-Sleeve",1,5
"1ae3b82bcf4f364","BlueRidge","Trousers",64.721,"Summer","Adult","Blue Threads",1,11
"1ae9484de0133d8","SkyWing","Tops",52.59,"Winter","Adult","Sporty Long-Sleeve",0,5
"1aeb0b6ad674229","SpeedThreads","Sweaters",55.257,"Winter","Adult","Seafarer Top",0,3
"1af8938a74be989","PineAndFern","Sweaters",52.585,"Summer","Adult","Warm Top",0,4
"1af89874393364d","LunarLuxe","Sweaters",55.255,"Summer","Adult","Round-Top",0,4
"1af996c1a410407","DocMan","Miscellaneous",40.77,"Winter","Adult","Tie-Up",1,1
"1afff209214d8c2","ZenithMan","Trousers",59.292,"Summer","Adult","Lounge Pants",1,6
"1b0b0f98453aca9","SpeedThreads","Button-Ups",52.582,"Winter","Adult","Relaxed Long-Sleeve",0,5
"1b0fbb26dba152b","SkyWing","Button-Ups",52.573,"Summer","Adult","Relaxed Long-Sleeve",0,3
"1b1baa0942f2d01","UrbanAce","Sweaters",59.296,"Summer","Adult","Seafarer Top",0,5
"1b1dc03137f6051","AzureStone","Button-Ups",51.81,"Winter","Adult","Business Long-Sleeve",1,5
"1b264d288b58ed2","MeadowMaster","Miscellaneous",51.81,"Winter","Adult","Neck Wrap",1,1
"1b2e2c68b67f930","FlashBack","Footwear",56.401,"Summer","Petite","Fancy Feet",1,7
"1b399cd25dda508","MysticLoaf","Footwear",74.09,"Summer","Adult","Chill Steps",1,5
"1b421e5362218a1","CanvasCraft","Sweaters",58.4,"Winter","Adult","Waist Wrap",0,1
"1b4331584523878","AzureStone","Outerwear",58.414,"Winter","Adult","Light Outer",0,5
"1b43931bca688e5","BlueRidge","Tops",52.574,"Winter","Adult","Sporty Short-Sleeve",0,5
"1b4793a16c7bd6d","RhythmWear","Sweaters",59.718,"Summer","Adult","Hood Top",0,4
"1b47994f8c1f17d","OceanSketch Elite","Button-Ups",50.974,"Winter","Petite","Hip Long-Sleeve",0,5
"1b4ece94890115e","DocMan","Miscellaneous",52.58,"Winter","Adult","Neck Wrap",1,1
"1b5009a3dd988a6","ReinStyles","Trousers",62.965,"Summer","Adult","Business Bottoms",1,4
"1b5344dac617ace","VisionMakers","Sweaters",64.722,"Winter","Adult","Seafarer Top",0,6
"1b6269a6894e1cb","AzureWorks","Tops",53.987,"Winter","Adult","Sporty Long-Sleeve",0,4
"1b67169e7026b78","VisionMakers","Tops",52.572,"Winter","Adult","Quick-Sleeve Top",0,4
"1b71aabeef1a13d","SkyWing","Tops",50.988,"Summer","Adult","Sporty Short-Sleeve",0,5
"1b741357db558df","Blend&Woven","Button-Ups",53.99,"Summer","Adult","Relaxed Long-Sleeve",0,4
"1b8177adb305763","PineAndFern","Sweaters",50.97,"Summer","Adult","Warm Top",0,4
"1b867bab6633fe9","ChillCube","Tops",52.576,"Summer","Adult","Sporty Short-Sleeve",0,5
"1b887f820c07c54","DocMan","Miscellaneous",40.81,"Summer","Adult","Square Decor",1,1
"1b8d1d5eeef5bea","OldVine Styles","Button-Ups",52.572,"Winter","Petite","Relaxed Long-Sleeve",0,5
"1b953aa0f66a7dc","RhythmWear","Tops",59.723,"Summer","Adult","Quick-Sleeve Top",0,3
"1b9ac80c9e90a20","PineAndFern","Outerwear",60.905,"Winter","Adult","Puff Jacket",0,4
"1ba6124623f1ef9","DocMan","Miscellaneous",49.13,"Summer","Adult","Tie-Up",1,1
"1ba83d6d4d631f0","SoftTrend","Sweaters",62.31,"Winter","Adult","Round-Top",0,4
"1bb21f8c4291996","TulipTread","Footwear",67.18,"Winter","Adult","High-Cuts",1,8
"1bb28c4926018e0","MeadowMaster","Button-Ups",59.21,"Summer","Adult","Relaxed Long-Sleeve",0,4
"1bc9b570330bdf1","PeakStyles","Button-Ups",54,"Summer","Adult","Business Short-Sleeve",1,1
"1bcbfa701efef69","DocMan","Trousers",54,"Winter","Adult","Lounge Bottoms",0,1
"1bd5189c3e2d90d","GeoStyles","Miscellaneous",50.98,"Summer","Adult","Sleek Belt",1,1
"1bdad9347ee6584","CanvasCraft","Button-Ups",53.985,"Summer","Adult","Relaxed Long-Sleeve",0,2
"1bdd3d4c5f744d2","Blend&Woven","Sweaters",52.585,"Summer","Adult","Round-Top",0,4
"1be122d4b45c911","UrbanAce","Tops",55.252,"Winter","Adult","Quick-Sleeve Top",0,4
"1be27b258bdf368","MetroMaven","Footwear",57.436,"Summer","Adult","Easy Shoes",1,5
"1be2e6259f5c8fc","RhythmWear","Tops",55.267,"Winter","Adult","Quick-Sleeve Top",0,4
"1be9a7e656f98ec","KickStar","Trousers",48.087,"Summer","Adult","Mini Pants",0,4
"1bf76300707e669","EchoStyles","Sweaters",58.317,"Winter","Adult","Warm Top",0,3
"1bf99370954920b","DarkHarbor","Tops",50.973,"Summer","Petite","Sporty Short-Sleeve",0,6
"1bfa64533a05c2b","OceanSketch Elite","Button-Ups",50.97,"Summer","Petite","Hip Long-Sleeve",0,5
"1bff9677b8aedb8","CanvasCraft","Tops",52.58,"Summer","Adult","Sporty Short-Sleeve",0,5
"1c01694a6dc02d2","RefreshStyles","Footwear",63.574,"Winter","Adult","Fancy Feet",1,5
"1c05c443a3b3347","AzureMeat","Tops",46.927,"Summer","Adult","Quick-Sleeve Top",0,4
"1c07738a14afa26","HarborTrend","Sweaters",57.935,"Winter","Adult","Waist Wrap",0,4
"1c07d875de73547","HarborTrend","Outerwear",60.9,"Winter","Adult","Puff Jacket",0,5
"1c0ff6aba24beeb","UrbanAce","Tops",48.078,"Summer","Adult","Quick-Sleeve Top",0,5
"1c1b46eb95001ab","BuilderStyles","Trousers",62.963,"Summer","Adult","Lounge Pants",1,6
"1c1eaaef2e4cdd7","others","Outerwear",73.31,"Winter","Adult","Puff Jacket",1,5
"1c201e25dccf304","SpeedThreads","Sweaters",57.446,"Winter","Adult","Seafarer Top",0,5
"1c21b197c59ac9d","others","Tops",42.645,"Summer","Petite","Quick-Sleeve Top",0,6
"1c21cd02b2a42bd","AzureWorks","Blazers",63.578,"Summer","Adult","Formal Jacket",1,6
"1c291227ce5ac80","CanvasCraft","Sweaters",53.995,"Summer","Adult","Plunge Top",0,4
"1c370fb0b7e0032","GeoStyles","Footwear",62.962,"Winter","Adult","Fancy Feet",1,6
"1c377b28072f8ec","SkyWing","Trousers",55.26,"Winter","Adult","Utility Pants",1,3
"1c382274f9819c2","LakeStyles","Footwear",55.257,"Summer","Adult","Walkers",1,6
"1c452bdde6922e1","RhythmWear","Tops",52.586,"Winter","Adult","Quick-Sleeve Top",0,5
"1c4708564244567","TurboTrend","Footwear",50.982,"Summer","Adult","Chill Steps",1,6
"1c50747f03f4c76","MetalMold","Sweaters",53.985,"Summer","Adult","Warm Top",0,4
"1c5242c52acbbce","RhythmWear","Sweaters",68.643,"Winter","Adult","High-Neck",0,3
"1c525cc8d819566","SkyGuard","Outerwear",66.258,"Winter","Adult","Cold Shield",0,4
"1c52a30c303cab7","FrontlineStyles","Button-Ups",53.99,"Winter","Adult","Relaxed Long-Sleeve",0,2
"1c52b47b56e87c7","EchoStyles","Trousers",59.214,"Summer","Adult","Lounge Pants",1,13
"1c537fb18232f6e","others","Miscellaneous",58.41,"Summer","Adult","Standard Top",0,1
"1c55b4c025f5aff","Blend&Woven","Tops",44.254,"Summer","Adult","Quick-Sleeve Top",0,5
"1c5e6271adfa556","LunarLuxe","Tops",49.127,"Winter","Adult","Quick-Sleeve Top",0,4
"1c61eca7a2004c7","PlaidCrafters","Tops",53.996,"Summer","Adult","Sporty Short-Sleeve",0,5
"1c6ad232f4562df","CanvasCraft","Trousers",55.255,"Summer","Adult","Business Bottoms",1,2
"1c6d09a9612694b","HarborTrend","Button-Ups",58.405,"Winter","Adult","Double Layer",0,4
"1c6dfc249f6ad84","Blend&Woven","Tops",46.934,"Summer","Adult","Quick-Sleeve Top",0,5
"1c708fd2502e86a","SoftTrend","Button-Ups",60.12,"Winter","Adult","Double Layer",0,4
"1c726c10164a2bc","SkyWing","Sweaters",58.41,"Summer","Adult","Waist Wrap",0,5
"1c82c60236f9e8e","PineAndFern","Outerwear",57.452,"Winter","Adult","Core Warmer",0,4
"1c910375cc1bf24","CanvasCraft","Sweaters",58.41,"Summer","Adult","Round-Top",0,1
"1c94335442fbaea","Skyward","Footwear",62.313,"Summer","Adult","Walkers",1,6
"1c98be073025f3f","EchoStyles","Trousers",58.312,"Summer","Adult","Lounge Bottoms",0,4
"1c990b553c8e5c7","SoftTrend","High-End Items",62.31,"Winter","End Items","Lounge Pants",0,3
"1c9fc8c5412f219","ChillCube","Tops",52.576,"Winter","Adult","Sporty Short-Sleeve",0,5
"1ca279be8b52fe2","others","Sweaters",60.125,"Winter","Petite","Waist Wrap",0,6
"1ca5c671ae17b1f","SkyWing","Tops",53.998,"Summer","Adult","Sporty Short-Sleeve",0,5
"1caec32bc9f853a","DocMan","Miscellaneous",50.97,"Winter","Adult","Neck Wrap",1,1
"1cafac929c7fd86","EchoStyles","Trousers",59.216,"Summer","Adult","Business Bottoms",1,7
"1cb1d4ddaf3bd4c","SkyWing","Trousers",52.58,"Summer","Adult","Island Shorts",1,10
"1cb62abfa1a1c21","MetroMaven","Footwear",60.12,"Winter","Adult","Chill Steps",1,5
"1cc1a566990df56","ChillCube","Tops",53.986,"Summer","Adult","Sporty Short-Sleeve",0,5
"1cc4cc1d406d8ed","GeoStyles","Footwear",61.628,"Summer","Adult","Fancy Feet",1,6
"1cc800e0f08264c","VisionMakers","Tops",53.993,"Summer","Adult","Quick-Sleeve Top",0,3
"1cc9eaa00f7593d","FrontlineStyles","Tops",46.956,"Summer","Adult","Quick-Sleeve Top",0,5
"1ccc58cf4faaaa6","Blend&Woven","Tops",50.974,"Summer","Adult","Sporty Short-Sleeve",0,5
"1cd017fa6de7207","PeakStyles","Button-Ups",50.983,"Summer","Adult","Business Long-Sleeve",1,3
"1cd41dbe2d4c28a","OceanSketch Elite","Button-Ups",50.968,"Winter","Petite","Hip Long-Sleeve",0,4
"1cde25e878076b3","MetroMaven","Tops",52.568,"Winter","Adult","Sporty Short-Sleeve",0,4
"1ce0797a24d9de6","ZenithMan","Sweaters",60.125,"Winter","Adult","Seafarer Top",0,4
"1ce768c49d46bfc","OliveSlate","Tops",49.118,"Summer","Adult","Sporty Short-Sleeve",0,5
"1ce8f32bbdfa9a1","AzureMeat","Trousers",52.583,"Summer","Adult","Mini Pants",0,4
"1cea0c282392196","Skyward","Footwear",62.318,"Summer","Adult","Easy Shoes",1,6
"1ceabf46f306f20","MeadowMaster","Miscellaneous",46.98,"Winter","Adult","Top Covers",1,1
"1cf819f711b1f4d","DotDash","Tops",56.397,"Summer","Adult","Sporty Short-Sleeve",0,3
